Recall ID,Date,Month,Year,Product Category,Company,Product Name,Root Cause,Recall Class,Class Description,Severity Score (1-3),Root Cause Risk Weight (1-10),Composite Risk Score,Province,Recall Description
RC-0522,2025-03-06,2025-03,2025,Seafood,Ocean Choice International,Ocean Choice International Fish and Chips,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,Ocean Choice International is recalling Fish and Chips because a deviation from standard manufacturing practice occurred during production.
RC-0218,2025-03-07,2025-03,2025,Pharmaceuticals,Teva Canada,Teva Canada Antibiotic Capsules,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Teva Canada is recalling Antibiotic Capsules because the product was not processed in accordance with approved manufacturing procedures.
RC-0799,2025-03-08,2025-03,2025,Dairy and Eggs,Saputo Inc.,Saputo Inc. Cheddar Cheese,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Saputo Inc. is conducting a voluntary recall of Cheddar Cheese due to possible undeclared sulphites.
RC-0155,2025-03-09,2025-03,2025,Infant Formula and Baby Food,Heinz Canada,Heinz Canada Pureed Vegetables,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Manitoba,Heinz Canada is recalling certain lots of Pureed Vegetables due to possible Clostridium perfringens contamination detected during routine testing.
RC-0346,2025-03-09,2025-03,2025,Cosmetics and Personal Care,Unilever Canada,Unilever Canada Shampoo,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Unilever Canada is recalling Shampoo because the product was labelled with incorrect nutritional information information.
RC-0412,2025-03-09,2025-03,2025,Pharmaceuticals,Apotex Inc.,Apotex Inc. Nasal Spray,Process deviation,Class I,Serious health risk or death,3,6,1.8,British Columbia,Recall of Nasal Spray due to a process deviation during manufacturing that may affect product safety.
RC-0535,2025-03-09,2025-03,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Frozen Lasagna,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Ontario,Recall of Frozen Lasagna by Cavendish Farms because the product may contain undeclared peanuts which is not declared on the label.
RC-0220,2025-03-11,2025-03,2025,Seafood,High Liner Foods,High Liner Foods Cod Fillets,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Manitoba,High Liner Foods is recalling Cod Fillets due to possible Staphylococcus aureus contamination.
RC-0232,2025-03-15,2025-03,2025,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Frozen Pizza,Foreign material,Class I,Serious health risk or death,3,7,2.1,Alberta,Bonduelle Americas is recalling Frozen Pizza after foreign material (plastic pieces) was found during production.
RC-0589,2025-03-15,2025-03,2025,Infant Formula and Baby Food,Gerber Canada,Gerber Canada Baby Cereal,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,New Brunswick,Recall of Baby Cereal because of a seal failure that may allow contamination of the product.
RC-0457,2025-03-16,2025-03,2025,Pharmaceuticals,Pendopharm,Pendopharm Antibiotic Capsules,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Nova Scotia,Recall of Antibiotic Capsules by Pendopharm because the product may contain mineral oil at levels that exceed Health Canada guidelines.
RC-0543,2025-03-16,2025-03,2025,Beverages,Sleeman Breweries,Sleeman Breweries Kombucha,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Quebec,Sleeman Breweries is recalling Kombucha because a deviation from standard manufacturing practice occurred during production.
RC-0545,2025-03-16,2025-03,2025,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Hummus,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Alberta,General Mills Canada is recalling Hummus due to undeclared fish. People with an allergy to fish should not consume this product.
RC-0626,2025-03-17,2025-03,2025,Seafood,True North Salmon,True North Salmon Cod Fillets,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,True North Salmon is recalling Cod Fillets because the product was not processed in accordance with approved manufacturing procedures.
RC-0110,2025-03-19,2025-03,2025,Meat and Poultry,Olymel,Olymel Chicken Wings,Process deviation,Class I,Serious health risk or death,3,6,1.8,British Columbia,Recall of Chicken Wings due to a process deviation during manufacturing that may affect product safety.
RC-0128,2025-03-19,2025-03,2025,Medical Devices,Becton Dickinson Canada,Becton Dickinson Canada Surgical Mask,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,British Columbia,Recall of Surgical Mask by Becton Dickinson Canada because the product may contain mineral oil at levels that exceed Health Canada guidelines.
RC-0088,2025-03-21,2025-03,2025,Seafood,Clearwater Seafoods,Clearwater Seafoods Crab Cakes,Chemical contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,8,1.6,Quebec,Recall of Crab Cakes by Clearwater Seafoods because the product may contain cadmium at levels that exceed Health Canada guidelines.
RC-0436,2025-03-22,2025-03,2025,Seafood,Ocean Choice International,Ocean Choice International Fish and Chips,Process deviation,Class III,Unlikely to cause adverse health consequences,1,6,0.6,Alberta,Ocean Choice International is recalling Fish and Chips because the product was not processed in accordance with approved manufacturing procedures.
RC-0295,2025-03-23,2025-03,2025,Bakery and Snacks,Voortman Cookies,Voortman Cookies Cookies,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,Recall of Cookies due to a process deviation during manufacturing that may affect product safety.
RC-0145,2025-03-24,2025-03,2025,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Chicken Soup,Foreign material,Class I,Serious health risk or death,3,7,2.1,British Columbia,General Mills Canada is recalling Chicken Soup due to the possible presence of wood splinters.
RC-0455,2025-03-24,2025-03,2025,Bakery and Snacks,Voortman Cookies,Voortman Cookies Potato Chips,Packaging failure,Class I,Serious health risk or death,3,5,1.5,Alberta,Voortman Cookies is recalling Potato Chips due to a packaging defect that may compromise product integrity.
RC-0146,2025-03-25,2025-03,2025,Pharmaceuticals,Teva Canada,Teva Canada Nasal Spray,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,British Columbia,Teva Canada is conducting a voluntary recall of Nasal Spray due to the possible presence of undeclared sesame.
RC-0769,2025-03-26,2025-03,2025,Meat and Poultry,Maple Leaf Foods,Maple Leaf Foods Turkey Cold Cuts,Microbiological contamination,Class III,Unlikely to cause adverse health consequences,1,10,1.0,Saskatchewan,Maple Leaf Foods is recalling certain lots of Turkey Cold Cuts due to possible Listeria monocytogenes contamination detected during routine testing.
RC-0779,2025-03-26,2025-03,2025,Seafood,Clearwater Seafoods,Clearwater Seafoods Tuna,Labelling error,Class II,Temporary adverse health consequences unlikely to be serious,2,4,0.8,Quebec,Recall of Tuna by Clearwater Seafoods because the product label contains incorrect information regarding net weight.
RC-0055,2025-03-27,2025-03,2025,Fruits and Vegetables,Naturipe,Naturipe Romaine Lettuce,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Quebec,Recall of Romaine Lettuce due to a process deviation during manufacturing that may affect product safety.
RC-0348,2025-03-27,2025-03,2025,Pharmaceuticals,Pharmavite,Pharmavite Nasal Spray,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Ontario,Pharmavite is recalling Nasal Spray due to elevated levels of pesticide residues.
RC-0696,2025-03-28,2025-03,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Cucumber,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,New Brunswick,Pacific Coast Fruit is conducting a voluntary recall of Cucumber due to the possible presence of undeclared wheat.
RC-0789,2025-03-29,2025-03,2025,Infant Formula and Baby Food,Abbott Nutrition Canada,Abbott Nutrition Canada Pureed Vegetables,Microbiological contamination,Class I,Serious health risk or death,3,10,3.0,British Columbia,Abbott Nutrition Canada is recalling Pureed Vegetables due to possible E. coli O157:H7 contamination.
RC-0305,2025-04-01,2025-04,2025,Dairy and Eggs,Saputo Inc.,Saputo Inc. Egg Product,Undeclared sulphites,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,Ontario,Recall of Egg Product because the product may contain undeclared sulphites which are not declared on the label.
RC-0294,2025-04-02,2025-04,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Frozen Pizza,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,National,Recall of Frozen Pizza because the product may contain pieces of wood splinters which were not intended to be in the product.
RC-0425,2025-04-02,2025-04,2025,Bakery and Snacks,Dare Foods,Dare Foods Crackers,Undeclared allergen,Class I,Serious health risk or death,3,9,2.7,Alberta,Dare Foods is conducting a voluntary recall of Crackers due to the possible presence of undeclared mustard.
RC-0803,2025-04-02,2025-04,2025,Pharmaceuticals,Paladin Labs,Paladin Labs Cough Syrup,Labelling error,Class III,Unlikely to cause adverse health consequences,1,4,0.4,Ontario,Recall of Cough Syrup by Paladin Labs because the product label contains incorrect information regarding serving size.
RC-0117,2025-04-03,2025-04,2025,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Mac and Cheese,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,New Brunswick,Bonduelle Americas is recalling Mac and Cheese due to possible Salmonella contamination.
RC-0162,2025-04-03,2025-04,2025,Infant Formula and Baby Food,Nestle Canada,Nestle Canada Baby Cereal,Undeclared allergen,Class III,Unlikely to cause adverse health consequences,1,9,0.9,Alberta,Nestle Canada is conducting a voluntary recall of Baby Cereal due to the possible presence of undeclared wheat.
RC-0369,2025-04-03,2025-04,2025,Prepared and Packaged Foods,Cavendish Farms,Cavendish Farms Chicken Soup,Labelling error,Class I,Serious health risk or death,3,4,1.2,Saskatchewan,Cavendish Farms is recalling Chicken Soup due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0215,2025-04-04,2025-04,2025,Pharmaceuticals,Pendopharm,Pendopharm Acetaminophen,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,Quebec,Recall of Acetaminophen by Pendopharm because the product may contain lead at levels that exceed Health Canada guidelines.
RC-0486,2025-04-05,2025-04,2025,Prepared and Packaged Foods,Bonduelle Americas,Bonduelle Americas Mac and Cheese,Packaging failure,Class II,Temporary adverse health consequences unlikely to be serious,2,5,1.0,Quebec,"Bonduelle Americas is recalling Mac and Cheese because the packaging may be compromised, potentially affecting product safety."
RC-0564,2025-04-05,2025-04,2025,Fruits and Vegetables,Mucci Farms,Mucci Farms Cherry Tomatoes,Microbiological contamination,Class II,Temporary adverse health consequences unlikely to be serious,2,10,2.0,Alberta,Recall of Cherry Tomatoes because of potential contamination with Salmonella. Consumers should not consume this product.
RC-0315,2025-04-06,2025-04,2025,Fruits and Vegetables,Pacific Coast Fruit,Pacific Coast Fruit Cucumber,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Pacific Coast Fruit is recalling Cucumber because a deviation from standard manufacturing practice occurred during production.
RC-0609,2025-04-06,2025-04,2025,Dairy and Eggs,Lactalis Canada,Lactalis Canada Egg Product,Labelling error,Class I,Serious health risk or death,3,4,1.2,Ontario,Lactalis Canada is recalling Egg Product due to a labelling error. The label does not accurately reflect the contents of the package.
RC-0579,2025-04-08,2025-04,2025,Beverages,Clearly Canadian,Clearly Canadian Kombucha,Chemical contamination,Class I,Serious health risk or death,3,8,2.4,British Columbia,Recall of Kombucha by Clearly Canadian because the product may contain cadmium at levels that exceed Health Canada guidelines.
RC-0642,2025-04-08,2025-04,2025,Medical Devices,Becton Dickinson Canada,Becton Dickinson Canada Thermometer,Foreign material,Class II,Temporary adverse health consequences unlikely to be serious,2,7,1.4,Quebec,Recall of Thermometer because the product may contain pieces of glass shards which were not intended to be in the product.
RC-0401,2025-04-09,2025-04,2025,Meat and Poultry,Better Beef,Better Beef Pork Sausage,Process deviation,Class I,Serious health risk or death,3,6,1.8,Ontario,Recall of Pork Sausage due to a process deviation during manufacturing that may affect product safety.
RC-0529,2025-04-09,2025-04,2025,Prepared and Packaged Foods,General Mills Canada,General Mills Canada Frozen Pizza,Process deviation,Class II,Temporary adverse health consequences unlikely to be serious,2,6,1.2,British Columbia,Recall of Frozen Pizza due to a process deviation during manufacturing that may affect product safety.
